"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"T13"	"DMM"	"DMM2"	"DMMDMM2"	-9.24344764064253e-15	0	1.84271069699339	0.999999999999996	1	0.000672215573116142	0.00459936971079465	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	156	154
"T13"	"DMM"	"DMM4"	"DMMDMM4"	-1.59611551600887e-14	0	2.00560702066313	0.999999999999994	1	1.55651972113535e-05	0.000202347563747596	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	156	154
"T15"	"DMM"	"DMM3"	"DMMDMM3"	-1.29591268355172e-15	0	1.8427106969935	0.999999999999999	1	0.000403352908604493	0.00291310433992134	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	156	152
"T19"	"DMM"	"DMM4"	"DMMDMM4"	-1.59611551600887e-14	0	2.00560702066313	0.999999999999994	1	0.00987907273958855	0.0401337330045785	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	156	154
"T23"	"DMM"	"DMM2"	"DMMDMM2"	-8.33516975697705e-15	0	1.84271069699348	0.999999999999996	1	3.69865298743832e-06	7.39730597487664e-05	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	156	153
"T31"	"DMM"	"DMM5"	"DMMDMM5"	-5.91396996136595e-15	0	2.25963499297793	0.999999999999998	1	0.00797311589939542	0.0339837726859477	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	156	153
"T32"	"DMM"	"DMM2"	"DMMDMM2"	1.7101752192719e-14	0	1.84271069699346	0.999999999999993	1	1.48180290462374e-05	0.000202347563747596	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	156	155
"T32"	"DMM"	"DMM4"	"DMMDMM4"	3.73530041494644e-14	0	2.00560702066321	0.999999999999985	1	5.93599078779761e-08	5.97032727974319e-06	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	156	155
"T35"	"DMM"	"DMM4"	"DMMDMM4"	1.0171172688229e-14	0	2.00560702066316	0.999999999999996	1	0.000383229181552203	0.00284684534867351	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	156	153
"T41"	"DMM"	"DMM2"	"DMMDMM2"	-2.63902995921547e-14	0	1.84271069699343	0.999999999999989	1	0.0106367855480434	0.0425471421921735	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	156	152
"T18"	"DMM"	"DMM5"	"DMMDMM5"	NA	NA	NA	NA	NA	0.0290943462507564	0.0933892595703291	"Fitting error (NA p-value returned from fitting procedure)"	"abundance"	156	85
"T20"	"DMM"	"DMM2"	"DMMDMM2"	NA	NA	NA	NA	NA	6.62867525442805e-06	0.000107715972884456	"No data points have the baseline factor level"	"abundance"	156	82
"T20"	"DMM"	"DMM3"	"DMMDMM3"	NA	NA	NA	NA	NA	0.000355221534023622	0.00279871511654975	"No data points have the baseline factor level"	"abundance"	156	82
"T20"	"DMM"	"DMM4"	"DMMDMM4"	NA	NA	NA	NA	NA	5.99607277045725e-06	0.000107238489486239	"No data points have the baseline factor level"	"abundance"	156	82
"T20"	"DMM"	"DMM6"	"DMMDMM6"	NA	NA	NA	NA	NA	0.0270187247452475	0.0878108554220542	"No data points have the baseline factor level"	"abundance"	156	82
"T22"	"DMM"	"DMM2"	"DMMDMM2"	NA	NA	NA	NA	NA	0.0262872677107376	0.0876242257024588	"Fitting error (NA p-value returned from fitting procedure)"	"abundance"	156	29
"T43"	"DMM"	"DMM2"	"DMMDMM2"	NA	NA	NA	NA	NA	0.00394304750935983	0.0201018108320305	"No data points have the baseline factor level"	"abundance"	156	19
"T50"	"DMM"	"DMM2"	"DMMDMM2"	NA	NA	NA	NA	NA	0.001659115400649	0.00980386373110775	"No data points have the baseline factor level"	"abundance"	156	52
"T50"	"DMM"	"DMM3"	"DMMDMM3"	NA	NA	NA	NA	NA	0.00123615068676823	0.00803497946399352	"No data points have the baseline factor level"	"abundance"	156	52
"T50"	"DMM"	"DMM4"	"DMMDMM4"	NA	NA	NA	NA	NA	0.00031266987078132	0.00270980554677144	"No data points have the baseline factor level"	"abundance"	156	52
"T03"	"DMM"	"DMM3"	"DMMDMM3"	NA	0	NA	NA	NA	0	0	"All logistic values are the same"	"prevalence"	156	156
"T03"	"DMM"	"DMM4"	"DMMDMM4"	NA	0	NA	NA	NA	0.0121793783140722	0.0479793691160421	"All logistic values are the same"	"prevalence"	156	156
"T03"	"DMM"	"DMM5"	"DMMDMM5"	NA	0	NA	NA	NA	0.0209363989215468	0.0756036627722522	"All logistic values are the same"	"prevalence"	156	156
"T04"	"DMM"	"DMM4"	"DMMDMM4"	NA	0	NA	NA	NA	2.57502533118625e-05	0.000318812660051631	"All logistic values are the same"	"prevalence"	156	156
"T05"	"DMM"	"DMM4"	"DMMDMM4"	NA	0	NA	NA	NA	0.00610055391855702	0.0268837969292343	"All logistic values are the same"	"prevalence"	156	156
"T06"	"DMM"	"DMM6"	"DMMDMM6"	NA	0	NA	NA	NA	0.00116694119235006	0.00777960794900038	"All logistic values are the same"	"prevalence"	156	156
"T07"	"DMM"	"DMM5"	"DMMDMM5"	NA	0	NA	NA	NA	0.0143361576461194	0.0540203041737832	"All logistic values are the same"	"prevalence"	156	156
"T12"	"DMM"	"DMM6"	"DMMDMM6"	NA	0	NA	NA	NA	0.00500954273719456	0.0245751153145394	"All logistic values are the same"	"prevalence"	156	156
